comment_id,sentiment,sentiment_score
Ugyf2XeGw15eil2cYlF4AaABAg.AaFzvkbA8WrAaNi49-5xx7,neutral,0.6445354223251343
Ugyf2XeGw15eil2cYlF4AaABAg.AaFzvkbA8WrAaYRHTi6jjM,neutral,0.8341955542564392
UgwoYAzNdL2eaqetFqt4AaABAg,positive,0.8246670961380005
UgzbMkrHeKTGLBdWQs94AaABAg,negative,0.9481374025344848
UgzhObkR70OSzP3JXTR4AaABAg,positive,0.4983919858932495
UgxezJoO_aQHvQ4Q09x4AaABAg,negative,0.8178181648254395
UgynX6gkaz_shhdeL7x4AaABAg,positive,0.9231603741645812
UgynX6gkaz_shhdeL7x4AaABAg.AaFzB4vuKfOAaKsS8GdctM,positive,0.3680214881896972
UgynX6gkaz_shhdeL7x4AaABAg.AaFzB4vuKfOAaKw59v-TEt,neutral,0.4912807643413543
UgyWXcmAJR6zECSqkqB4AaABAg,negative,0.676644504070282
UgwG4OQIYbOGliDSF014AaABAg,negative,0.4192880392074585
UgxmPop9Fqo-Ur4PBjZ4AaABAg,positive,0.932491660118103
UgzHYIqLXEjdA7ff2XZ4AaABAg,positive,0.8135149478912354
Ugx_set7CHj_R4ACzXZ4AaABAg,negative,0.9115902185440063
UgzcHre1Z_nJ4mLrh-54AaABAg,negative,0.8839640021324158
Ugz5VeXos2Hv241UKl14AaABAg,positive,0.797214150428772
Ugz5alScSarYgsK0DEZ4AaABAg,negative,0.57455974817276
UgxhUcF8l00nudGHyt14AaABAg,positive,0.6415433287620544
UgxGOrWJFYuV-leEpO54AaABAg,neutral,0.4843336343765259
UgyA4z76Zfq7B2aGQ1R4AaABAg,negative,0.6326252222061157
UgwxAOKjueNCkk9By514AaABAg,negative,0.4851065576076507
